time,sentpackets@tsung_controller@ip-172-31-17-202 
10,88 
20,88 
30,136 
40,219 
50,365 
60,365 
70,713 
80,713 
90,764 
100,764 
110,957 
120,1065 
130,1233 
140,1233 
150,1537 
160,1838 
170,2118 
180,2194 
190,2830 
200,3419 
210,3727 
220,3977 
230,4513 
240,5087 
250,5940 
260,6185 
270,7349 
280,7624 
290,8000 
300,9433 
310,10053 
320,10323 
330,11491 
340,12600 
350,12630 
360,12630 
370,13289 
380,13899 
390,14254 
400,14341 
410,15710 
420,16061 
430,17229 
440,17229 
450,17229 
460,17229 
470,17229 
480,17229 
