time,size_sent,size_rcv 
0,12.2578125,12.32890625 
10,4.215625,4.0234375 
20,12.8015625,12.74140625 
30,28.8,29.6859375 
40,55.0453125,59.475 
50,87.2796875,87.71171875 
60,78.92890625,82.309375 
70,123.790625,122.35234375 
80,169.02265625,175.4875 
90,165.9703125,152.728125 
100,186.85078125,173.6859375 
110,202.46328125,219.32734375 
120,190.63515625,199.96796875 
130,208.3125,222.9453125 
140,246.8234375,245.88203125 
150,269.328125,245.98671875 
160,229.8625,250.03671875 
170,201.33828125,239.725 
180,257.36171875,283.8296875 
190,261.2359375,290.92265625 
200,243.1984375,244.9625 
210,178.8421875,235.50390625 
220,156.50078125,245.38984375 
230,167.41171875,232.0734375 
240,117.43515625,196.378125 
250,121.91171875,252.1421875 
260,76.946875,202.7421875 
261,0,0 
