time,users,connected 
0,95,93 
10,199,197 
20,302,302 
30,415,409 
40,480,474 
50,573,567 
60,704,686 
70,823,790 
80,891,860 
90,998,970 
100,1095,1063 
110,1191,1157 
120,1306,1259 
130,1420,1367 
140,1482,1437 
150,1559,1502 
160,1698,1638 
170,1782,1725 
180,1898,1787 
190,1972,1786 
200,2041,1804 
210,2133,1814 
220,2263,1906 
230,2398,1933 
240,2503,1881 
250,2629,1826 
260,2696,1806 
270,2837,1792 
280,2964,1783 
290,3115,1808 
300,3198,1808 
310,3271,1816 
320,3375,1822 
330,2920,1699 
340,2339,1509 
350,1783,1231 
360,1253,918 
370,967,804 
380,686,552 
390,402,291 
400,111,115 
407,0,0 
