time,recvpackets@tsung_controller@ip-172-31-29-214 
10,772 
20,674.0 
30,684.0 
40,1413.0 
50,1284.0 
60,1482.0 
70,1841.0 
80,2.2e3 
90,2513.0 
100,3038.0 
110,3344.0 
120,3478.0 
130,4179.0 
140,3964.0 
150,4513.0 
160,4616.0 
170,5303.0 
180,5634.0 
190,6348.0 
200,6962.0 
210,6896.0 
220,7032.0 
230,7436.0 
240,7869.0 
250,8521.0 
260,9175.0 
270,9023.0 
280,9538.0 
290,9380.0 
300,9793.0 
310,9916.0 
320,10111.0 
330,10313.0 
340,6495.0 
350,5762.0 
360,5639.0 
370,4374.0 
380,2991.0 
390,3267.0 
400,3190.0 
407,1521.0 
