time,sentpackets@tsung_controller@ip-172-31-29-214 
10,660 
20,705.0 
30,634.0 
40,1426.0 
50,1419.0 
60,1477.0 
70,1839.0 
80,2235.0 
90,2615.0 
100,2906.0 
110,3103.0 
120,3516.0 
130,3999.0 
140,4162.0 
150,4428.0 
160,4637.0 
170,4992.0 
180,4747.0 
190,5447.0 
200,5926.0 
210,6441.0 
220,6368.0 
230,6636.0 
240,6723.0 
250,7383.0 
260,7570.0 
270,7748.0 
280,8013.0 
290,8230.0 
300,8299.0 
310,8666.0 
320,8577.0 
330,8762.0 
340,6579.0 
350,5693.0 
360,5397.0 
370,4306.0 
380,2965.0 
390,2999.0 
400,2663.0 
