time,502,200,500,302,504 
100,177,2776,5,1807, 
110,374,3148,13,2047, 
120,598,3514,20,2315, 
130,942,3892,40,2547, 
140,1352,4236,76,2807, 
150,1774,4572,109,3094, 
160,2274,4902,140,3358, 
170,2811,5217,203,3645, 
180,3546,5537,276,3899, 
190,4322,5861,355,4156, 
200,5036,6168,438,4447, 
210,5917,6443,535,4734, 
220,6790,6699,614,5027, 
230,7728,6977,725,5307, 
240,8791,7251,827,5570, 
250,10027,7491,954,5835, 
260,11255,7744,1060,6083, 
270,12535,8000,1172,6360, 
280,13942,8234,1284,6623, 
290,15286,8493,1421,6898, 
300,17105,8576,1557,7025, 
310,19130,8576,1611,7027, 
320,21151,8576,1665,7033, 
330,22320,8576,1724,7038, 
340,23331,8576,1793,7049, 
350,24359,8576,1867,7059, 
360,25124,8576,1936,7062, 
370,25680,8576,2005,7065, 
380,26197,8576,2064,7074, 
390,26658,8576,2118,7076, 
400,26916,8576,2172,7076, 
410,26958,8576,2226,7076, 
420,26958,8576,2280,7076,5 
430,26958,8576,2334,7076,5 
440,26958,8576,2388,7076,5 
450,26958,8576,2442,7076,5 
